-0.9962, 0.08671, -0.41164, 0.68681, -0.25798, -0.22633, -2.60424, -1.06375, -1.80007, 0.06025
1.28839, 0.71954, -2.96439, -3.28303, -0.2393, 0.44049, 0.50101, -0.93788, -0.80404, 1.50068
0.14412, -0.38277, 0.53108, 0.87533, -2.92982, -0.67366, -3.74303, 1.45672, 1.60313, -4.2777
-1.20429, 1.58663, 0.05892, -2.52365, 0.70192, 0.60474, -0.77987, -3.68155, 1.05767, -0.82873
2.23392, -0.76122, -1.61287, 0.02436, -1.38902, 3.11937, -1.05634, 2.45677, -3.82042, -2.69861
1.9264, 0.67495, -1.05961, -0.97299, -1.64595, 2.3274, -0.73315, -0.74989, -2.67963, -1.14083
-0.23305, 0.53836, 0.21959, -1.83091, -0.85712, 1.56575, -1.11108, -0.70262, -0.31215, -0.82248
-0.64232, -0.66301, -0.7243, -1.86492, -1.14006, -0.2651, -2.07081, -0.58934, 2.00619, 1.81138
1.71077, -1.91711, 1.83086, 1.46213, -0.63071, -3.12398, -0.64633, -0.6711, -3.31712, -0.21843
2.2682, -0.61897, 1.62367, -0.85921, -2.238, -0.70332, 1.74676, -2.11844, -1.07501, 1.23383
0.07197, 2.81712, 0.02582, -2.12701, -1.80577, -2.28291, 0.95049, 0.46667, -1.59091, -1.07622
-0.9528, 1.83615, -1.57968, 1.18662, 0.11095, -3.20171, -1.33362, 1.66549, -0.39881, -0.25943
-2.18371, -1.99052, -0.47675, 1.90874, -1.27173, -0.73097, -1.87113, -1.64115, -0.24218, 0.71199
-0.52608, 1.66295, 0.93454, 1.13814, -3.92548, -0.64616, 2.529, -3.31293, -0.11415, -1.75315
-1.37189, -1.03567, 0.96492, -1.04699, 3.41026, -0.02163, 0.64611, 0.13205, -2.83512, 0.02195
-1.33747, 1.68961, -1.80755, 0.15261, 1.26096, -0.51568, 1.68913, -0.48493, -1.6789, -1.70916
-1.21707, 2.28891, 1.93751, -0.61018, 2.10338, -0.23749, -1.83409, 1.18268, -2.84924, -2.01907
-1.31712, 0.14424, -1.44064, -1.79626, -1.4256, -0.2537, -1.52203, -1.4825, 0.63819, -0.29462
-0.60807, -1.52437, -0.36457, -1.68836, 1.88295, 1.60972, -0.82974, 0.13616, 0.43091, -2.06058
0.75589, -0.79964, 2.4646, -0.33412, 0.81314, 1.90934, -2.30241, -0.96137, -2.10662, -0.51625
0.77546, -2.33097, -2.82199, 1.10042, 1.05379, -1.4788, -1.26812, -2.13919, 1.17159, 1.30179
-2.58195, -1.57427, -1.51869, -1.47992, 1.54583, -2.29231, 0.46108, 1.75683, -1.69158, 1.50812
-0.14836, -1.31013, 0.54203, -2.86726, -0.9296, -1.36414, -0.62075, 1.68907, 2.06238, -1.28728
-1.72752, -0.15788, 0.77577, 0.33031, 0.26344, -0.02062, -0.9182, 0.56427, -0.99385, -1.7289
0.2654, -1.75811, -0.39151, -0.30436, -2.07024, -1.59332, -1.5323, -1.55748, 1.02912, 2.96946
-1.84224, 0.32638, -2.00672, 1.19173, -1.09552, -1.57666, 0.37894, -0.3059, -0.75056, -0.58132
-1.25552, 0.05665, 0.57242, -2.37028, -0.04137, 3.08366, -0.07422, -0.14555, -1.07555, -0.62835
0.88035, -0.94201, -1.0666, -0.3826, 2.86349, -0.76317, 1.15909, -2.80742, 0.64656, -4.1913
-0.94506, -0.54747, 1.5325, -2.196, -0.20637, -1.40888, 1.34049, -0.36569, 0.85986, -1.01475
1.33952, 1.76158, -1.66747, -1.17411, -0.48992, 1.41023, 0.08917, 0.1891, -2.1054, -0.0339
1.05103, -1.62607, 1.09362, -1.27544, -0.34875, -2.91104, 0.46413, 0.73605, -3.34166, 0.71895
1.03776, -2.07957, 1.26181, -1.51727, -1.67786, 0.0568, 0.18151, 2.06432, -1.33886, -1.20234
-1.73392, -0.78382, 1.07823, 1.267, 0.63394, -0.66939, -1.64527, -1.13633, -0.56067, 0.26326
-1.02197, -0.02428, 0.38511, -0.61211, 1.00811, 0.38974, 1.36617, -0.98321, -0.51922, -0.25621
-0.26249, -1.78856, -2.58828, -0.59458, -0.6285, -0.04204, 2.35176, 0.1378, -0.48524, -0.91718
0.00784, 0.61701, -2.09612, -0.67348, -0.87756, 0.65059, -0.28861, 1.85879, -2.42014, 1.70842
-1.22068, 0.43097, -1.31908, 2.64821, -0.92297, 2.00061, -1.16993, -0.35505, -1.1392, 0.21627
0.87567, -0.44032, -0.62384, 0.10831, 0.34535, -0.33853, 0.91834, -0.78708, -0.23502, 0.49359
-3.55289, -0.30845, -0.79832, 1.4856, -1.26423, 1.41679, 1.59089, 0.58434, -1.04022, -1.46927
-0.22874, -0.16125, 1.08824, -0.96661, -2.52918, 1.31583, -0.07857, -0.64822, -0.99227, 0.87835
